node,seq,time_s,rssi_dbm,uav_x,uav_y,uav_z
63,33,72.034887437,-80.4256127919,60.0004107944,-94.9739908965,30
39,34,73.634887452,-81.9119001499,60.0003252172,-70.9739946611,30
51,34,73.83488745,-81.7306283713,60.0003067609,-67.9739953182,30
52,34,73.851554117,-81.7546882281,60.0003052229,-67.7239953654,30
39,35,75.63488744,-80.6633823623,60.0001464948,-40.9740012091,30
15,36,77.234887448,-81.5604297001,60.0000667524,-16.974007238,30
27,36,77.434887452,-81.9409436637,60.0000567846,-13.9740079466,30
28,36,77.451554119,-81.9688652225,60.0000559539,-13.7240080057,30
15,37,79.234887442,-80.9376390795,59.9999670709,13.0259837608,30
4,40,85.051554112,-81.2865197261,89.999870683,29.0616267023,30
5,40,85.068220779,-81.2788304535,89.9998719292,28.8116267868,30
16,41,87.251554101,-80.0273461734,90.0000351611,-3.9384584032,30
28,42,89.451554118,-81.8288241514,90.0001178552,-36.9384649336,30
29,42,89.468220785,-81.8548325933,90.0001183938,-37.1884648727,30
40,42,89.651554108,-80.804562637,90.0001296951,-39.9384640815,30
40,43,91.651554117,-81.7232445039,90.0002792077,-69.9384578015,30
52,43,91.851554113,-81.3667458274,90.0002941584,-72.938457232,30
53,43,91.86822078,-81.3542458933,90.0002954043,-73.1884571946,30
64,44,94.0515541,-79.9540948739,90.0004362597,-105.938451806,30
76,45,96.251554116,-81.6452725938,90.0005381755,-138.938448515,30
77,45,96.268220783,-81.6674471845,90.0005394212,-139.188448501,30
88,45,96.45155411,-81.0786976973,90.000553125,-141.938448198,30
88,46,98.451554113,-81.401071981,90.0007026172,-171.938446637,30
100,46,98.651554114,-81.482968946,90.0007175661,-174.938446568,30
101,46,98.668220781,-81.4658917833,90.0007188118,-175.188446565,30
112,47,100.8515541,-79.9283029369,90.0008256906,-207.938446366,30
113,48,102.868220782,-81.5423289195,109.877071996,-221.350715534,30
113,49,104.868220768,-80.059966797,120.000833199,-203.301439774,30
101,50,106.66822078,-81.3944109092,120.000730215,-176.301439655,30
102,50,106.684887447,-81.4087506001,120.000729261,-176.051439655,30
89,51,108.468220769,-80.202119304,120.000627224,-149.301441017,30
77,52,110.268220782,-81.5285458911,120.000524227,-122.301443152,30
78,52,110.284887448,-81.547602792,120.000523273,-122.051443191,30
65,53,112.068220771,-80.391150961,120.000421223,-95.3014467767,30
41,54,113.668220786,-81.9700399948,120.000324746,-71.3014505164,30
53,54,113.868220783,-81.6998368508,120.000304811,-68.3014511872,30
54,54,113.88488745,-81.7232421773,120.00030315,-68.0514512344,30
41,55,115.668220773,-80.6225695177,120.00013031,-41.301457052,30
17,56,117.268220783,-81.6156209866,120.000038736,-17.3014630413,30
29,56,117.468220785,-81.9050294202,120.000027289,-14.3014637788,30
30,56,117.484887452,-81.9323601465,120.000026335,-14.0514638377,30
17,57,119.268220776,-80.8913323123,119.999924262,12.6986232259,30
6,60,125.084887445,-81.297563838,149.999880391,29.3894021222,30
7,60,125.101554112,-81.2890356178,149.999881053,29.1394022066,30
18,61,127.284887434,-80.0115709913,150.000040128,-3.61058711499,30
30,62,129.48488745,-81.7954912413,150.000140019,-36.6105784479,30
31,62,129.501554118,-81.8208525152,150.000140681,-36.860578402,30
42,62,129.684887441,-80.8492718769,150.000152411,-39.6105775963,30
42,63,131.684887449,-81.6670623363,150.00031226,-69.6105712978,30
54,63,131.884887446,-81.3840503814,150.0003202,-72.6105707446,30
55,63,131.901554113,-81.3707462624,150.000320862,-72.8605707073,30
66,64,134.084887433,-79.9463151433,150.000428968,-105.610565317,30
78,65,136.284887449,-81.6170341164,150.000579758,-138.610562021,30
79,65,136.301554116,-81.6384952981,150.00058042,-138.860562007,30
90,65,136.484887444,-81.1280654275,150.000587697,-141.61056172,30
90,66,138.484887446,-81.3481467337,150.000705482,-171.610560134,30
102,66,138.684887447,-81.5062160394,150.000721908,-174.610560065,30
103,66,138.701554114,-81.4883815965,150.000723277,-174.860560063,30
114,67,140.884887433,-79.9287027155,150.000847209,-207.610559859,30
114,68,142.884887445,-81.267555648,165.037005777,-205.507629295,30
115,68,142.901554112,-81.2359547197,165.229060409,-205.347582554,30
103,69,144.701554112,-81.2973469834,180.000733187,-185.266255714,30
104,69,144.718220779,-81.2888396088,180.000732111,-185.016255714,30
91,70,146.5015541,-79.9658296095,180.000616901,-158.266256654,30
79,71,148.301554112,-81.2465537835,180.000500608,-131.266258366,30
80,71,148.318220779,-81.2432748328,180.000499531,-131.01625839,30
67,72,150.1015541,-79.9291459345,180.000384304,-104.266261625,30
55,73,151.901554112,-81.2387840705,180.000340915,-77.2662657442,30
56,73,151.918220779,-81.240795891,180.000340545,-77.0162657796,30
43,74,153.7015541,-79.94645323,180.000236558,-50.266271348,30
31,75,155.501554112,-81.2741878182,180.000120229,-23.2662777268,30
32,75,155.518220779,-81.2814651409,180.000119152,-23.0162777857,30
19,76,157.301554101,-80.0172804064,180.000003892,3.73377649982,30
7,77,159.101554113,-81.3520043103,179.999887546,30.7338168316,30
8,77,159.11822078,-81.3643800684,179.999886469,30.9838167492,30
8,79,163.118220786,-81.9871559992,209.999842562,38.35474614,30
9,79,163.134887452,-81.958960497,209.999843347,38.1047453139,30
20,80,165.318220769,-80.1136152733,209.999993206,5.35469671797,30
32,81,167.518220779,-81.2506044591,210.000134739,-27.6452941233,30
33,81,167.534887445,-81.2551953252,210.000135524,-27.8952940475,30
44,82,169.718220771,-80.3977461537,210.000238361,-60.6452863866,30
68,83,172.11822077,-80.2654880328,210.000351388,-96.64527994,30
80,84,174.318220779,-81.2369729754,210.000539868,-129.645276071,30
81,84,174.334887445,-81.2365637617,210.000540652,-129.895276042,30
92,85,176.51822077,-80.2168946771,210.000643444,-162.645273687,30
116,86,178.918220772,-80.4577141319,210.000786435,-198.645273236,30
116,87,180.918220771,-80.4143321268,218.149892985,-211.246722418,30
105,88,182.73488745,-81.8104441426,239.08380938,-193.801640276,30
117,88,182.934887447,-81.4928916207,240.000735726,-191.231100492,30
93,89,184.53488744,-80.715176353,240.000688456,-167.231012224,30
81,90,186.33488745,-81.769891988,240.000570732,-140.230998147,30
82,90,186.351554117,-81.7455217724,240.000569532,-139.980998158,30
93,90,186.534887451,-81.8405657948,240.000556332,-137.230998331,30
69,91,188.134887438,-80.4697316603,240.00044113,-113.231001055,30
57,92,189.934887448,-81.5860136425,240.000359072,-86.231004762,30
58,92,189.951554115,-81.5658878073,240.000358579,-85.9810047972,30
45,93,191.734887436,-80.264916164,240.00026678,-59.2310099328,30
33,94,193.534887447,-81.4381772943,240.000137144,-32.2310158899,30
34,94,193.551554114,-81.4226737512,240.000135944,-31.9810159486,30
21,95,195.334887435,-80.1054375582,240.000007497,-5.23102331669,30
9,96,197.134887446,-81.3293006125,239.999891439,21.7689684735,30
10,96,197.151554113,-81.3187553602,239.999890946,22.0189683913,30
10,99,203.151554116,-81.6131642232,269.999904933,17.3200546857,30
11,99,203.168220783,-81.6345541012,269.999905841,17.070054758,30
22,99,203.351554111,-81.1349840553,269.999915835,14.3200556889,30
22,100,205.351554113,-81.3408388453,270.000046473,-15.6799354195,30
34,100,205.551554115,-81.5095231612,270.000065862,-18.6799346629,30
35,100,205.568220781,-81.4915990042,270.000067478,-18.9299345873,30
46,101,207.7515541,-79.9288689696,270.000240531,-51.679926426,30
58,102,209.951554114,-81.467040391,270.000360406,-84.6799203164,30
59,102,209.968220781,-81.4841539412,270.000361315,-84.9299202793,30
70,102,210.151554114,-81.4390569233,270.000371304,-87.6799198117,30
70,103,212.15155411,-81.044058081,270.000480264,-117.679915633,30
82,103,212.351554116,-81.6659035187,270.00049116,-120.67991536,30
83,103,212.368220783,-81.643774821,270.000492067,-120.929915334,30
94,104,214.5515541,-79.9604636528,270.000610996,-153.679912332,30
106,105,216.751554113,-81.3550780747,270.000730814,-186.679911442,30
107,105,216.76822078,-81.3676352805,270.000731722,-186.92991144,30
118,105,216.951554117,-81.7634734632,270.000741705,-189.6799115,30
118,106,218.951554105,-80.459570927,271.262727896,-216.985731676,30
107,107,220.768220786,-81.9219180421,292.19672459,-199.540661923,30
119,107,220.968220774,-80.7459069846,294.50138462,-197.620103915,30
107,108,222.768220783,-81.6137010569,300.000691811,-173.195883384,30
108,108,222.784887449,-81.6350934801,300.000690489,-172.945883399,30
95,109,224.568220772,-80.5072324134,300.00059658,-146.195884856,30
71,110,226.168220784,-81.7823943543,300.000506792,-122.195886762,30
83,110,226.368220784,-81.803169146,300.000490914,-119.195887101,30
84,110,226.384887451,-81.8286795911,300.00048959,-118.945887124,30
71,111,228.168220774,-80.7588327482,300.000378676,-92.1958908063,30
47,112,229.768220781,-81.4380134793,300.000305842,-68.1958947651,30
47,113,231.768220777,-81.0450005872,300.000160718,-38.195901263,30
23,114,233.368220778,-81.1165102604,300.000101558,-14.1959073441,30
23,115,235.36822078,-81.3604087424,299.999945982,15.8040837042,30
12,118,241.184887445,-81.2370998944,329.999864246,26.2853778107,30
24,119,243.384887436,-80.2130999816,330.000000441,-6.71461166795,30
48,120,245.784887438,-80.4627214703,330.000148989,-42.7146197581,30
60,121,247.984887445,-81.2628473854,330.00028513,-75.714706877,30
72,122,250.184887434,-80.0746745161,330.000421254,-108.714701692,30
84,123,252.384887452,-81.9195719543,330.000557354,-141.71469864,30
96,123,252.58488744,-80.6921490155,330.000569726,-144.714698241,30
96,124,254.584887451,-81.8719558774,330.000693431,-174.714697003,30
108,124,254.784887446,-81.3265648145,330.000705801,-177.714696851,30
120,125,256.984887434,-79.9808534179,330.000841854,-210.714696889,30
