node,seq,time_s,rssi_dbm,uav_x,uav_y,uav_z
44,61,127.71822077,-80.3074536472,210.000186837,-44.2363937575,30
56,62,129.918220784,-81.7614707975,210.000324987,-88.2363854826,30
57,62,129.93488745,-81.7945210594,210.000326033,-88.5697187463,30
68,62,130.118220774,-80.7604921323,210.000337545,-92.2363846066,30
80,63,132.318220781,-81.4400602365,210.000560554,-136.236379504,30
81,63,132.334887447,-81.4617248636,210.0005616,-136.569712799,30
92,63,132.51822078,-81.3438714964,210.000573109,-140.236379185,30
104,64,134.718220779,-81.2650610228,210.000711203,-184.236377121,30
105,64,134.734887445,-81.2737336087,210.000712249,-184.569710432,30
116,65,136.918220771,-80.3950650412,217.835771974,-211.508492193,30
105,66,138.734887446,-81.3083277839,240.000724545,-185.556642366,30
106,66,138.751554112,-81.2961140608,240.000723889,-185.223307818,30
93,67,140.534887435,-80.1810514369,240.000615488,-149.556560561,30
69,68,142.134887443,-81.0335850141,240.000461889,-117.556563257,30
57,69,143.934887446,-81.3054037701,240.000349854,-81.5565682965,30
58,69,143.951554112,-81.2934507857,240.000349197,-81.22323503,30
45,70,145.734887435,-80.1871226952,240.000201123,-45.556575601,30
21,71,147.334887443,-81.0222769269,240.000047473,-13.5565834771,30
9,72,149.134887446,-81.3025425212,239.999890104,22.4434054846,30
10,72,149.151554112,-81.2908503231,239.999889447,22.7767386883,30
10,74,153.151554112,-81.2384941658,269.999871341,26.5622811392,30
11,74,153.168220779,-81.2369623097,269.999872552,26.228947918,30
22,75,155.351554116,-81.6298997314,270.000057829,-17.4377055543,30
34,75,155.551554113,-81.3444975089,270.000083681,-21.4377044454,30
35,75,155.56822078,-81.3294547993,270.000085836,-21.771037698,30
46,76,157.75155411,-81.0017118785,270.000290506,-65.4376941359,30
58,76,157.951554115,-81.604287539,270.000305037,-69.4376934409,30
59,76,157.968220782,-81.5769157822,270.000306248,-69.7710267248,30
70,77,160.151554105,-80.4869460619,270.000464853,-113.437686567,30
82,77,160.351554119,-81.9984891895,270.00047938,-117.437686363,30
83,77,160.368220786,-81.9607540019,270.000480591,-117.771019662,30
94,78,162.551554102,-80.1237727777,270.000639161,-161.437682429,30
118,79,164.9515541,-79.9441568819,270.000813427,-209.437682122,30
107,80,166.768220786,-81.9906727875,291.306437373,-200.282570995,30
119,80,166.968220774,-80.741727648,294.379317412,-197.721826984,30
95,81,168.568220775,-80.8670597908,300.000666191,-168.354779708,30
83,82,170.368220779,-81.2685851877,300.000560559,-132.354781771,30
84,82,170.384887445,-81.2605688136,300.000558795,-132.021448489,30
71,83,172.16822077,-80.2871165152,300.000388921,-96.3547863262,30
47,84,173.768220775,-80.8564041961,300.000285504,-64.3547917498,30
35,85,175.568220779,-81.2666290683,300.000136457,-28.3547998122,30
36,85,175.584887445,-81.258887779,300.000135635,-28.0214665769,30
23,86,177.36822077,-80.2942555686,299.999989182,7.64518988721,30
24,89,183.384887433,-79.9408371277,329.999967112,1.36094874656,30
48,90,185.784887435,-80.1119019364,330.000165179,-46.6390705459,30
72,91,188.184887438,-80.4676507283,330.000363196,-94.6391407672,30
84,92,190.384887449,-81.618878855,330.00054467,-138.639136038,30
96,92,190.584887442,-80.9765772853,330.000561165,-142.639135606,30
108,93,192.784887446,-81.3527435427,330.000742598,-186.639133824,30
120,93,192.984887448,-81.6005950297,330.000759089,-190.639133883,30
