node,seq,time_s,rssi_dbm,uav_x,uav_y,uav_z
109,75,156.801554108,-80.7684940148,0.000781119383554,-196.066877453,30
97,76,158.601554117,-81.7951538649,0.000762364723955,-192.466877413,30
98,76,158.618220784,-81.7918081509,0.000762270408398,-192.433544079,30
109,76,158.801554113,-81.3597476362,0.000761232937309,-192.066877429,30
97,77,160.601554114,-81.4595904651,0.000751046857282,-188.466877501,30
98,77,160.618220781,-81.4573850895,0.000750952541725,-188.433544167,30
97,78,162.601554112,-81.2718070988,0.000739728990604,-184.466877587,30
98,78,162.618220779,-81.270910632,0.000739634675046,-184.433544253,30
97,79,164.601554112,-81.2466998452,0.000728411123914,-180.466877669,30
98,79,164.618220779,-81.2471858312,0.000728316808356,-180.433544335,30
97,80,166.601554113,-81.3863432607,0.000717093257218,-176.466877749,30
98,80,166.61822078,-81.388171167,0.00071699894166,-176.433544415,30
85,81,168.401554115,-81.5584933283,0.000706907177186,-172.866877819,30
97,81,168.601554116,-81.679449022,0.000705775390511,-172.466877825,30
98,81,168.618220783,-81.6824748995,0.000705681074953,-172.433544491,30
85,82,170.401554109,-80.9351051264,0.00069558931053,-168.866877913,30
85,83,172.401554104,-80.4319516805,0.000684271443868,-164.866878005,30
85,84,174.401554101,-80.0879819575,0.000666808788658,-160.866878196,30
85,85,176.4015541,-79.9345921808,0.000644172388637,-156.86687847,30
85,86,178.401554101,-79.9871784162,0.000621535988594,-152.86687874,30
85,87,180.401554103,-80.2403606858,0.000598899588539,-148.866879008,30
85,88,182.401554107,-80.6696983981,0.000576263188462,-144.866879272,30
73,89,184.201554118,-81.873891099,0.000555890428308,-141.266879495,30
74,89,184.218220785,-81.8703517533,0.000555701791637,-141.233546163,30
85,89,184.401554112,-81.2388498336,0.000553626788373,-140.866879534,30
73,90,186.201554115,-81.5127201849,0.00053325402831,-137.266879773,30
74,90,186.218220782,-81.5102847179,0.000533065391639,-137.233546441,30
85,90,186.401554118,-81.9082423875,0.000530990388273,-136.866879794,30
73,91,188.201554112,-81.2953069841,0.000510617628312,-133.266880051,30
74,91,188.218220779,-81.2941582309,0.000510428991641,-133.233546719,30
73,92,190.201554112,-81.2386474058,0.000498653304631,-129.2668805,30
74,92,190.218220779,-81.2388759529,0.000498558987962,-129.23354717,30
73,93,192.201554113,-81.3474077945,0.000487335304612,-125.266880958,30
74,93,192.21822078,-81.3489945735,0.000487240987943,-125.233547628,30
61,94,194.001554116,-81.6875400428,0.000477149104583,-121.666881366,30
73,94,194.201554116,-81.6127167616,0.000476017304581,-121.266881412,30
74,94,194.218220783,-81.6155352199,0.000475922987913,-121.233548082,30
61,95,196.00155411,-81.0457447055,0.000465831104603,-117.666881838,30
61,96,198.001554105,-80.516615937,0.000454513104618,-113.666882308,30
61,97,200.001554102,-80.1395649959,0.000443195104622,-109.666882774,30
61,98,202.0015541,-79.948116109,0.00043187710462,-105.666883238,30
61,99,204.0015541,-79.9612493111,0.000420559013174,-101.666883765,30
61,100,206.001554102,-80.1776178032,0.000409240746485,-97.6668844089,30
61,101,208.001554106,-80.5759788541,0.000397922479785,-93.6668850489,30
49,102,209.801554119,-81.9569383361,0.000387736039701,-90.0668856061,30
50,102,209.818220786,-81.9532149733,0.00038764172081,-90.0335522775,30
61,102,210.001554111,-81.1215740576,0.000386604213079,-89.6668856869,30
49,103,211.801554115,-81.5710938918,0.000376417773046,-86.0668862621,30
50,103,211.818220782,-81.5684295416,0.000376323454155,-86.0335529335,30
61,103,212.001554117,-81.7748402803,0.000375285946367,-85.6668863229,30
49,104,213.801554113,-81.3246833749,0.00036509950638,-82.0668869142,30
50,104,213.81822078,-81.3232730566,0.000365005187489,-82.0335535856,30
49,105,215.801554112,-81.2366447895,0.000353781239708,-78.0668875642,30
50,105,215.818220779,-81.2366019365,0.000353686920817,-78.0335542356,30
49,106,217.801554113,-81.3141932631,0.000342462973025,-74.0668882102,30
50,106,217.81822078,-81.3155212073,0.000342368654134,-74.0335548816,30
37,107,219.601554118,-81.819282644,0.000324999890763,-70.4668889096,30
49,107,219.801554115,-81.5509593583,0.000322736210796,-70.0668889994,30
50,107,219.818220782,-81.5535529643,0.000322547570792,-70.0335556724,30
37,108,221.601554111,-81.1604617288,0.000302363090837,-66.4668897617,30
49,108,221.801554119,-81.9286394462,0.000300099410746,-66.0668898295,30
50,108,221.818220786,-81.9323078165,0.000299910770742,-66.0335565024,30
37,109,223.601554106,-80.606808803,0.000279726290889,-62.4668906097,30
37,110,225.601554102,-80.1979186878,0.000257089490929,-58.4668914558,30
37,111,227.6015541,-79.9691169949,0.000234452690947,-54.4668922978,30
37,112,229.6015541,-79.9427469727,0.000211815890942,-50.4668931359,30
37,113,231.601554102,-80.1215115383,0.000189179090914,-46.46689397,30
37,114,233.601554105,-80.4876093556,0.000168159647356,-42.4668927132,30
37,115,235.60155411,-81.0081950388,0.000156841247323,-38.4668789232,30
25,116,237.401554116,-81.6345294501,0.000146654687285,-34.8668665092,30
26,116,237.418220783,-81.6316619777,0.000146560367283,-34.8335330604,30
37,116,237.601554116,-81.6439789974,0.000145522847285,-34.4668651312,30
25,117,239.401554113,-81.3598199577,0.000135336287298,-30.8668527352,30
26,117,239.41822078,-81.358170673,0.000135241967296,-30.8335192864,30
25,118,241.401554112,-81.2406711165,0.000124017887299,-26.8668389572,30
26,118,241.418220779,-81.2403712615,0.000123923567297,-26.8335055084,30
25,119,243.401554112,-81.2867748205,0.000112699487295,-22.8668251773,30
26,119,243.418220779,-81.287849451,0.000112605167293,-22.8334917284,30
13,120,245.201554119,-81.9534655479,0.000102512927252,-19.2668127613,30
25,120,245.401554114,-81.4943281046,0.000101381087279,-18.8668113933,30
26,120,245.418220781,-81.4966894771,0.000101286767278,-18.8334779444,30
13,121,247.201554112,-81.2789649668,9.11945272869e-05,-15.2667989953,30
25,121,247.401554118,-81.8470230684,9.00626872526e-05,-14.8667976053,30
26,121,247.418220785,-81.8504931703,8.99683672506e-05,-14.8334641564,30
13,122,249.201554107,-80.7022459074,7.48630736416e-05,-11.2667918661,30
13,123,251.201554103,-80.2628283339,5.22258736901e-05,-7.26679308817,30
13,124,253.201554101,-79.9975100197,2.9588673716e-05,-3.26679430623,30
13,125,255.2015541,-79.931743249,6.95147373053e-06,0.733204477704,30
13,126,257.201554101,-80.0722469466,-1.56857262776e-05,4.73320326564,30
13,127,259.201554104,-80.4048686484,-3.83229263083e-05,8.73320205758,30
13,128,261.201554109,-80.8989970886,-6.09601263617e-05,12.7332008535,30
1,129,263.001554116,-81.7028887628,-8.1333606438e-05,16.3331997749,30
2,129,263.018220783,-81.6997937093,-8.15222497751e-05,16.3665330987,30
13,129,263.201554115,-81.5159037619,-8.35973264263e-05,16.7331996514,30
1,130,265.001554113,-81.4006452971,-9.44303450887e-05,20.3331983981,30
2,130,265.01822078,-81.3987379096,-9.45246662018e-05,20.3665317204,30
1,131,267.001554112,-81.2507421181,-0.000105748878423,24.333196996,30
2,131,267.018220779,-81.2501709197,-0.000105843199536,24.3665303184,30
1,132,269.001554112,-81.2652541202,-0.000117067411763,28.333195596,30
2,132,269.018220779,-81.2660661758,-0.000117161732876,28.3665289184,30
1,133,271.001554114,-81.4429816345,-0.000128385945115,32.3331942,30
2,133,271.018220781,-81.4451097211,-0.000128480266228,32.3665275223,30
1,134,273.001554117,-81.7697634413,-0.000139704478472,36.333192806,30
2,134,273.018220784,-81.7730435412,-0.000139798799585,36.3665261283,30
2,148,301.018220785,-81.8347274076,29.9998446891,36.970571699,30
3,148,301.034887451,-81.8312838539,29.9998448388,36.9372383789,30
2,149,303.018220781,-81.4860018937,29.9998626536,32.970573139,30
3,149,303.034887447,-81.4836784705,29.9998628033,32.937239819,30
2,150,305.018220779,-81.2830465244,29.9998806181,28.9705745751,30
3,150,305.034887445,-81.2820190678,29.9998807678,28.937241255,30
2,151,307.018220779,-81.2418448352,29.9998985827,24.9705760071,30
3,151,307.034887445,-81.2421973436,29.9998987324,24.9372426871,30
2,152,309.01822078,-81.3657970779,29.9999165471,20.9705773946,30
3,152,309.034887446,-81.3675000878,29.9999166968,20.9372440729,30
2,153,311.018220783,-81.6448345089,29.9999345112,16.9705786326,30
3,153,311.034887449,-81.6477528651,29.9999346609,16.937245311,30
14,153,311.218220781,-81.4899033306,29.9999363076,16.570578761,30
14,154,313.218220776,-80.8770580201,29.9999542718,12.5705800151,30
14,155,315.218220771,-80.3885544268,29.9999722359,8.57058126911,30
14,156,317.218220768,-80.0629688359,29.9999902,4.57058251915,30
14,157,319.218220767,-79.9304125686,30.0000081642,0.570583765188,30
14,158,321.218220768,-80.0042644555,30.0000261283,-3.42941499277,30
14,159,323.21822077,-80.2769873141,30.0000440924,-7.42941375273,30
14,160,325.218220774,-80.722522849,30.0000620562,-11.4294126681,30
14,161,327.21822078,-81.3038089511,30.00008002,-15.429411624,30
26,161,327.418220784,-81.7506849223,30.0000818163,-15.8294115264,30
27,161,327.43488745,-81.747453613,30.000081966,-15.8627448496,30
14,162,329.218220786,-81.9813708681,30.0000979837,-19.42941058,30
26,162,329.418220781,-81.4306866915,30.0000997801,-19.8294104644,30
27,162,329.434887447,-81.4286178574,30.0000999298,-19.8627437876,30
26,163,331.418220779,-81.2606913637,30.0001177438,-23.8294094043,30
27,163,331.434887445,-81.2599446739,30.0001178935,-23.8627427275,30
26,164,333.418220779,-81.2542879532,30.0001357075,-27.8294083483,30
27,164,333.434887445,-81.2549246509,30.0001358572,-27.8627416715,30
26,165,335.418220781,-81.4120059158,30.0001536713,-31.8294072963,30
27,165,335.434887447,-81.4139728691,30.000153821,-31.8627406195,30
26,166,337.418220784,-81.7211768513,30.000171635,-35.8294062462,30
27,166,337.43488745,-81.7243204765,30.0001717847,-35.8627395694,30
38,166,337.61822078,-81.353111945,30.0001734314,-36.2294061326,30
38,167,339.618220774,-80.7630183204,30.000191395,-40.2294051656,30
38,168,341.61822077,-80.3056175165,30.0002093584,-44.2294042895,30
38,169,343.618220768,-80.0184492688,30.0002273219,-48.2294034175,30
38,170,345.618220767,-79.9287284812,30.0002452854,-52.2294025474,30
38,171,347.618220768,-80.0455902429,30.0002632488,-56.2294016814,30
38,172,349.618220771,-80.3571970676,30.0002812123,-60.2294008194,30
38,173,351.618220775,-80.8344597873,30.0002991758,-64.2293999593,30
38,174,353.618220781,-81.439139406,30.0003165985,-68.2293991103,30
50,174,353.818220783,-81.6722368982,30.0003172629,-68.6293990463,30
51,174,353.834887449,-81.6692180274,30.0003173183,-68.6627323726,30
50,175,355.81822078,-81.3820012501,30.0003239074,-72.6293983603,30
51,175,355.834887446,-81.3801920462,30.0003239628,-72.6627316866,30
50,176,357.818220779,-81.2455694588,30.000330552,-76.6293976783,30
51,176,357.834887445,-81.245112336,30.0003306073,-76.6627310046,30
50,177,359.818220779,-81.2739817796,30.0003371965,-80.6293969982,30
51,177,359.834887445,-81.2749144763,30.0003372519,-80.6627303246,30
50,178,361.818220781,-81.4648910383,30.000343841,-84.6293963222,30
51,178,361.834887447,-81.4671367043,30.0003438964,-84.6627296486,30
62,178,362.018220785,-81.8873825477,30.0003445055,-85.0293962622,30
50,179,363.818220784,-81.8031749482,30.0003504856,-88.6293956482,30
51,179,363.83488745,-81.806562039,30.0003505409,-88.6627289746,30
62,179,364.018220779,-81.2204051647,30.00035115,-89.0293955702,30
62,180,366.018220773,-80.6548140778,30.0003577946,-93.0293948782,30
62,181,368.01822077,-80.2301969487,30.0003644391,-97.0293941922,30
62,182,370.018220768,-79.9826712218,30.0003795472,-101.029393647,30
62,183,372.018220767,-79.9361984147,30.00039751,-105.029393153,30
62,184,374.018220769,-80.0955356686,30.0004154728,-109.029392665,30
62,185,376.018220772,-80.4447177219,30.0004334356,-113.029392179,30
62,186,378.018220776,-80.9519968999,30.0004513984,-117.029391695,30
74,186,378.218220786,-81.9964605336,30.0004531946,-117.429391665,30
75,186,378.234887452,-81.9926430112,30.0004533443,-117.462724993,30
62,187,380.018220782,-81.5783334809,30.0004693612,-121.029391215,30
74,187,380.218220782,-81.5996061985,30.0004711574,-121.429391165,30
75,187,380.234887448,-81.5968313728,30.0004713071,-121.462724493,30
74,188,382.21822078,-81.3401090362,30.0004891202,-125.429390669,30
75,188,382.234887446,-81.3385777494,30.0004892699,-125.462723997,30
74,189,384.218220779,-81.2377444437,30.0005070829,-129.429390241,30
75,189,384.234887445,-81.2375791189,30.0005072325,-129.462723571,30
74,190,386.218220779,-81.3008751519,30.0005250451,-133.429389939,30
75,190,386.234887446,-81.3020892895,30.0005251948,-133.462723271,30
74,191,388.218220782,-81.5243048314,30.0005430074,-137.429389643,30
75,191,388.234887448,-81.5267994573,30.0005431571,-137.462722973,30
86,191,388.418220784,-81.7410571764,30.0005448036,-137.829389617,30
74,192,390.218220785,-81.8906265011,30.0005609697,-141.429389347,30
75,192,390.234887451,-81.8942153956,30.0005611193,-141.462722677,30
86,192,390.418220778,-81.0921402133,30.0005627659,-141.829389303,30
86,193,392.418220773,-80.552815194,30.0005807282,-145.829388991,30
86,194,394.418220769,-80.162600956,30.0005986904,-149.829388681,30
86,195,396.418220767,-79.9557974173,30.0006166527,-153.829388375,30
86,196,398.418220767,-79.9527874652,30.000634615,-157.829388073,30
86,197,400.418220769,-80.1538798233,30.000652577,-161.829387953,30
86,198,402.418220772,-80.5392102421,30.000670539,-165.829387845,30
86,199,404.418220777,-81.0747616431,30.000688501,-169.829387741,30
98,199,404.618220785,-81.9031511895,30.0006902972,-170.229387746,30
99,199,404.634887451,-81.8995403934,30.0006904468,-170.262721077,30
86,200,406.418220784,-81.7210499359,30.000706463,-173.829387641,30
98,200,406.618220782,-81.533034777,30.0007082592,-174.229387625,30
99,200,406.634887448,-81.5305136564,30.0007084088,-174.262720957,30
98,201,408.61822078,-81.3051603333,30.0007262212,-178.229387507,30
99,201,408.634887446,-81.3039165361,30.0007263708,-178.262720838,30
98,202,410.618220779,-81.237236688,30.0007441832,-182.229387391,30
99,202,410.634887445,-81.2373713814,30.0007443328,-182.262720722,30
98,203,412.61822078,-81.3348506507,30.0007621452,-186.229387279,30
99,203,412.634887446,-81.3363527832,30.0007622948,-186.26272061,30
98,204,414.618220782,-81.5900188108,30.000780107,-190.229387272,30
99,204,414.634887448,-81.5927680236,30.0007802567,-190.262720605,30
110,204,414.818220782,-81.5978800427,30.0007819032,-190.62938728,30
98,205,416.618220786,-81.9832398698,30.0007980688,-194.229387354,30
99,205,416.634887452,-81.9870365555,30.0007982184,-194.262720687,30
110,205,416.818220776,-80.9686816598,30.0007998649,-194.629387342,30
110,206,418.818220772,-80.4573856184,30.0008178267,-198.629387408,30
110,207,420.818220769,-80.1031138787,30.0008357884,-202.629387476,30
110,208,422.818220767,-79.937951626,30.0008537501,-206.629387546,30
110,209,424.818220767,-79.9784184957,30.0008717119,-210.62938762,30
110,210,426.81822077,-80.2203701814,30.0008896736,-214.629387699,30
110,211,428.818220773,-80.5822408531,30.5839684571,-218.135456557,30
110,212,430.818220775,-80.7776980384,34.5295462847,-218.793034821,30
110,213,432.818220778,-81.1389188222,38.4751241143,-219.450613086,30
110,214,434.818220783,-81.6370346215,42.4207019479,-220.108191352,30
111,215,436.834887451,-81.8643235189,46.3991595894,-220.771249435,30
111,216,438.834887447,-81.5053852564,50.3447374052,-221.428827698,30
111,217,440.834887445,-81.2906418386,54.290315225,-222.086405961,30
111,218,442.834887445,-81.2369094341,58.2358930487,-222.743984225,30
111,219,444.834887442,-80.9350241508,60.0009075148,-220.827520915,30
111,220,446.834887437,-80.4318906079,60.0008829095,-216.827520817,30
111,221,448.834887434,-80.0879460077,60.0008583042,-212.827520715,30
111,222,450.834887433,-79.9345848839,60.0008336988,-208.827520609,30
111,223,452.834887434,-79.9872005651,60.0008090935,-204.827520499,30
111,224,454.834887436,-80.240410075,60.0007844882,-200.827520387,30
111,225,456.83488744,-80.6697705214,60.0007598828,-196.827520272,30
99,226,458.634887451,-81.8738219742,60.000737738,-193.227520152,30
100,226,458.651554118,-81.8702948683,60.000737533,-193.194186818,30
111,226,458.834887445,-81.2389391089,60.0007358734,-192.827520174,30
99,227,460.634887448,-81.512670227,60.0007239145,-189.227520241,30
100,227,460.651554115,-81.5102458655,60.0007238037,-189.194186908,30
111,227,460.834887451,-81.9083432807,60.0007225857,-188.827520244,30
99,228,462.634887445,-81.2952796877,60.0007106267,-185.227520329,30
100,228,462.651554112,-81.2941403132,60.000710516,-185.194186996,30
99,229,464.634887445,-81.2386429819,60.000697339,-181.227520411,30
100,229,464.651554112,-81.2388821696,60.0006972283,-181.194187078,30
99,230,466.634887446,-81.3474260941,60.0006840513,-177.227520492,30
100,230,466.651554113,-81.3490246429,60.0006839405,-177.194187158,30
87,231,468.434887449,-81.6874427719,60.0006720923,-173.627520559,30
99,231,468.634887449,-81.6127559215,60.0006707635,-173.227520568,30
100,231,468.651554116,-81.6155868855,60.0006706528,-173.194187234,30
87,232,470.434887443,-81.045660587,60.0006588046,-169.627520653,30
87,233,472.434887438,-80.5165506191,60.0006455169,-165.627520745,30
87,234,474.434887435,-80.1395239041,60.0006322289,-161.6275209,30
87,235,476.434887433,-79.948103201,60.0006189407,-157.627521176,30
87,236,478.434887433,-79.9612659351,60.0006056524,-153.627521448,30
87,237,480.434887435,-80.1776622937,60.0005923641,-149.627521716,30
87,238,482.434887439,-80.5760470558,60.0005790759,-145.62752198,30
75,239,484.234887452,-81.9568789044,60.0005671164,-142.027522199,30
76,239,484.251554119,-81.953153952,60.0005670057,-141.994188868,30
87,239,484.434887444,-81.121660498,60.0005657876,-141.627522243,30
75,240,486.234887448,-81.5710521295,60.0005538282,-138.027522479,30
76,240,486.251554115,-81.5683873868,60.0005537174,-137.994189148,30
87,240,486.43488745,-81.7749393719,60.0005524993,-137.627522503,30
75,241,488.234887446,-81.3246624949,60.0005405399,-134.027522755,30
76,241,488.251554113,-81.3232531204,60.0005404292,-133.994189424,30
75,242,490.234887445,-81.2366466431,60.0005272512,-130.027523171,30
76,242,490.251554112,-81.2366061113,60.0005271405,-129.994189841,30
75,243,492.234887446,-81.3142178563,60.0005139624,-126.027523629,30
76,243,492.251554113,-81.3155494251,60.0005138517,-125.994190299,30
63,244,494.034887451,-81.8191834784,60.0005020025,-122.427524033,30
75,244,494.234887448,-81.5510061118,60.0005006736,-122.027524085,30
76,244,494.251554115,-81.5536019675,60.0005005629,-121.994190755,30
63,245,496.034887444,-81.1603746925,60.0004887137,-118.427524507,30
75,245,496.234887452,-81.9287054084,60.0004873848,-118.027524537,30
76,245,496.251554119,-81.932373929,60.0004872741,-117.994191207,30
63,246,498.034887439,-80.6067394743,60.0004754249,-114.427524977,30
63,247,500.034887435,-80.1978726177,60.0004621361,-110.427525445,30
63,248,502.034887433,-79.9690985216,60.0004488473,-106.427525909,30
63,249,504.034887433,-79.9427580175,60.0004355584,-102.427526398,30
63,250,506.034887435,-80.121550988,60.0004222691,-98.4275270418,30
63,251,508.034887438,-80.4876731987,60.0004089798,-94.4275276838,30
63,252,510.034887443,-81.0082759662,60.0003956904,-90.4275283218,30
51,253,511.834887449,-81.6344966379,60.00038373,-86.827528893,30
52,253,511.851554116,-81.6315990099,60.0003836193,-86.7941955644,30
63,253,512.034887449,-81.6440706814,60.0003824011,-86.4275289578,30
51,254,513.834887446,-81.3598076066,60.0003704407,-82.827529547,30
52,254,513.851554113,-81.358132595,60.0003703299,-82.7941962184,30
51,255,515.834887445,-81.2406797971,60.0003571514,-78.8275301971,30
52,255,515.851554112,-81.2403596711,60.0003570406,-78.7941968685,30
51,256,517.834887445,-81.2868033589,60.000343862,-74.8275308451,30
52,256,517.851554112,-81.2878638019,60.0003437513,-74.7941975165,30
39,257,519.634887452,-81.9533802474,60.000326778,-71.2275314994,30
51,257,519.834887447,-81.4943727896,60.0003243171,-70.827531593,30
52,257,519.851554114,-81.4967280591,60.0003241121,-70.794198266,30
39,258,521.634887445,-81.2788914414,60.0003021696,-67.2275323495,30
51,258,521.834887451,-81.8470794678,60.0002997087,-66.8275324211,30
52,258,521.851554118,-81.8505523786,60.0002995037,-66.7941990941,30
39,259,523.63488744,-80.7021870612,60.0002775612,-63.2275331956,30
39,260,525.634887436,-80.2627873864,60.0002529528,-59.2275340397,30
39,261,527.634887434,-79.9974907346,60.0002283444,-55.2275348797,30
39,262,529.634887433,-79.9317476095,60.000203736,-51.2275357178,30
39,263,531.634887434,-80.0722745402,60.0001791276,-47.2275365519,30
39,264,533.634887437,-80.4049168056,60.0001545192,-43.227537382,30
39,265,535.634887442,-80.8990616621,60.0001406929,-39.2275383871,30
27,266,537.434887449,-81.7028347858,60.0001287316,-35.6275392947,30
28,266,537.451554116,-81.699748985,60.0001286208,-35.5942059692,30
39,266,537.634887448,-81.5159801809,60.0001274025,-35.2275393991,30
27,267,539.434887446,-81.400611105,60.0001154412,-31.6275403247,30
28,267,539.451554113,-81.398714269,60.0001153304,-31.5942069993,30
27,268,541.434887445,-81.250730017,60.0001021508,-27.6275413507,30
28,268,541.451554112,-81.2501710065,60.00010204,-27.5942080253,30
27,269,543.434887445,-81.2652649997,60.0000888604,-23.6275423748,30
28,269,543.451554112,-81.2660905617,60.0000887496,-23.5942090493,30
27,270,545.434887447,-81.4430144848,60.00007557,-19.6275433948,30
28,270,545.451554114,-81.4451569722,60.0000754592,-19.5942100693,30
15,271,547.234887446,-81.4009402109,60.0000636086,-16.0275443184,30
27,271,547.43488745,-81.7698156262,60.0000622796,-15.6275444128,30
28,271,547.451554117,-81.7731105654,60.0000621688,-15.5942110873,30
15,272,549.234887441,-80.8026181538,60.0000503181,-12.0275453999,30
15,273,551.234887437,-80.3340459816,60.0000370272,-8.02754661996,30
15,274,553.234887434,-80.0331725496,60.0000237362,-4.02754783798,30
15,275,555.234887433,-79.9282770864,60.0000104453,-0.0275490520004,30
15,276,557.234887434,-80.0300108902,59.9999971544,3.97244973798,30
15,277,559.234887437,-80.3280375161,59.9999838634,7.97244853196,30
15,278,561.234887441,-80.7942960821,59.9999705725,11.9724473279,30
3,279,563.03488745,-81.7759135754,59.9999586106,15.5724462551,30
4,279,563.051554117,-81.772610652,59.9999584999,15.605779579,30
